id,setting_1,setting_2,Title,sent_1,sent_2,sent_3,sent_4,sent_5
f077499a-02a8-4648-8864-49c7af08fd0f,Charles is a teacher.,David is a close friend of Charles.,Breakdown,Charles was a teacher at a local high school.,His car broke down one day and he had no way to get to class.,He called his friend David to help him out.,David drove by and picked him up.,"After school, David helped Charles get his car to a mechanic."
c6394eb1-a905-4706-ab0c-62ecf705dbbc,Charles is a teacher.,David is a close friend of Charles.,Spring Fair,Charles was the teacher put in charge of planning the elementary school fair last spring.,"He got everything arranged, including a dunk tank.",He thought the kids would really enjoy the chance to dunk him.,"He needed someone to man the booth since he would be in the water tank, so he asked his good friend David to help out.","David was delighted to help, and enjoyed watching his friend get dunked."
e653f5d4-5275-4d74-8e23-df05f5f17418,Charles is a teacher.,David is a close friend of Charles.,Life of a teacher,Charles loved to teach.,He was a teacher in the nearby school.,As a result he was highly respected in the local community.,He also had a number of close friends.,David was one of them.
82de6562-2fa2-46ca-9c5f-2ba7c061cf85,Charles is a teacher.,David is a close friend of Charles.,"Charles, David, and the Convict","One day, Charles, a teacher, noticed there was a strange man outside the school.",Charles had never seen him before.,When Charles approached the man he ran inside.,"David, a close friend of Charles, pulled up in his car and yelled to him that there was an escaped convict in the area.",Luckily the school resource officer had heard the report and shortly they watched as the convict was escorted out.
0bf03c2b-a768-4f59-b71c-62d5e60de022,Charles is a teacher.,David is a friend of Charles.,The bond called friendship,Charles was a respected teacher.,He was adored by the local community.,He had a lot of friends.,David was a close friend of his.,They shared a great bond with each other
dd65a472-8ad0-42ec-adc4-e638dc6c68b2,Charles is a teacher.,David is a friend of Charles.,Adventure Hour,"Charles and David were in the teacher's lounge, taking their hour breaks.",They decided to spend their lunch hour doing something different.,"So, they went to a Six Flags that was a mile away, and rode roller coaster rides for an hour.",They quickly hurried back to work and clocked back in.,They never told their coworkers about the fun lunch adventure.
ad7c9b8b-2aa5-4e41-b719-8ae1065596bf,Charles is a teacher.,David is a friend of Charles.,The Tutor,"Charles was talking to his friend, David.",David's son was having trouble in math.,"Charles, a high school math teacher, was concerned.",He told David to bring his son to his house.,Charles helped the boy with his math assignments.
934d4a01-059c-4935-83e7-322e8e751063,Charles is a teacher.,David is a friend of Charles.,The Replacement,Charles heard the news that his friend David was getting a divorce.,"He called David, and listened as his friend tearfully told about his sadness at not seeing his kids each day.",Charles thought about David as he headed into his classroom the next day.,"Then, his eyes met with those of a student who had recently lost his dad.",Charles called David that night to invite him to visit his class.
8d152045-53c2-4344-b9ea-f7894d787792,Charles is a teacher.,David is a person who Charles does not like.,Have I Got a Job For You,"After a week as a substitute for a sick teacher, Charles couldn't wait for his unruly class to dismiss.","All week, he had dealt with the worst behavior, and the teacher would be out for an indefinite period.","Stopping for gas on the way home, Charles bumped into David, an out of work actor.",Charles was still seething after learning that David had tried to steal his girlfriend.,"So, Charles put on a fake smile and told David about a great job opportunity as a sub."
e3475f84-c4bb-45c1-a20b-66551b2e7fe0,Charles is a teacher.,David is a person who Charles does not like.,People you meet in life,Charles loved to teach.,In his teaching career he came across a great variety of people.,Some he loved to interact with.,There were also some people who he outrightly disliked.,David was one such person.
81afcf8e-3a1c-4d7c-8bf2-978b701870d4,Charles is a teacher.,David is a person who Charles does not like.,A Bad Teacher,Charles teaches high school history.,He gets along really well with his coworkers and liked them all except for David.,"He found that David didn't really care about his students, which bothered Charles deeply.",David would give students bad grades just because he didn't like them.,"Finally, Charles felt he couldn't ignore the situation any longer and talked to the pricipal about his concerns."
97304048-08fd-4f09-ae84-fc3e574958eb,Charles is a teacher.,David is a person who Charles does not like.,The Bad Student,Charles was a high school English teacher.,David was in his second hour class.,David would sleep and talk during class all the time.,Charles was fed up with David.,He called David's parents and scheduled a conference.
0d36e18c-787e-4d26-9d47-804301f31139,Charles is a teacher.,Dorothy is Charles's sister.,Time changes everything,Dorothy and charles were siblings.,They were quite close in childhood.,Life took a toll on their relationship.,Charles went on to become a teacher while Dorothy pursued medicine.,They gradually drifed apart with time.
1b2b9d38-e799-4644-be7b-5e648a603fd4,Charles is a teacher.,Dorothy is Charles's sister.,A New School,Charles was having lunch with his sister Dorothy.,He taught at a school on the bad side of town.,He was starting to hate his job.,Dorothy mentioned an opening at a school she was a secretary at.,Charles considered the position at his sister's school.
e8366087-0e2c-4a7d-b351-cbf33268952d,Charles is a teacher.,Dorothy is Charles's sister.,Finding True Love,Charles teaches biology at the local high school.,"His sister, Dorothy, came to pick him up one day when his car was in the shop.","He introduced her to his coworker Ed, and sparks flew between the two of them immediately.","The next day, Ed asked him if his sister was single.",Charles shared with him that she was and Ed called her right away to ask her to go out on a date.
ed5225af-9743-48b7-9efe-e301704e2aa9,Charles is a teacher.,Dorothy is Charles's sister.,When to say When,"Charles fainted at school while teaching, out of pure exhaustion.",Dorothy came to the school to get him and take him home.,"She felt he needed relaxation services, so she booked him a week long spa experience.",Charles enjoyed the services & experience so much.,He decided to quit his job and not risk further exhaustion.
b09d5247-2faa-43bb-8027-72497ff3b810,Charles is a teacher.,Dorothy is Charles's colleague.,Student Success,Charles teaches chemistry at Valley Mill High School.,His colleague Dorothy teaches physics at the same school.,They often meet to talk about strategies to better engage their students and help them learn difficult subjects.,They have found that they are more successful since they've started brainstorming together.,"This year, more of their students than ever passed their AP Exams."
b98b48b1-0deb-4e36-8b3e-fa4e81a02b12,Charles is a teacher.,Dorothy is Charles's colleague.,Admiration by colleagues,Charles was a dedicated teacher.,He was respected by students and colleagues alike.,Dorothy was a colleague of his.,She greatly admired his teaching method.,One day she decided to tell him that she was a great admirer of his dedication to their profession
520d3576-e79b-4bc2-8577-9c224e914bc1,Charles is a teacher.,Dorothy is Charles's colleague.,Don't let others Cloud your Judgement,Charles and Dorothy were teachers at a local college.,They had many of the same students.,Dorothy often complained about a male student who harassed her.,Although the student made good grades Dorothy failed him.,Charles failed the same student after hearing about this and they were both fired as this was highly unethical.
e0c86800-b885-4128-aef5-77fb5b815ee6,Charles is a teacher.,Dorothy is Charles's rival.,Falling Hard,Dorothy and Charles couldn't stand eachother.,"One day after school,  Dorothy was passing Charles and shot him a mean glare.","She slipped and fell hard, failing to see the wet floor.","Charles decided to teach her a lesson, so he laughed and kept walking passed her.",Dorothy actually felt bad for glaring and not paying attention.
9b40215a-4062-4bea-8820-33dc41bd28d0,Charles is a teacher.,Dorothy is Charles's rival.,Healthy competition,Charles is a teacher in school where Dorothy also teaches.,They both are competitive on becoming best teachers.,Charles worked really hard to win best teacher award to be given on Annual day.,"Dorothy won the best teacher award, which he passed it on Charles for his hard work.",Charles felt honored and became good friend with Dorothy.
1e74314c-4338-4b4b-adb8-c6abe9a73f52,Charles is a teacher.,Dorothy is Charles's rival.,The Idea Thief,Charles resented how fellow teacher Dorothy always stole his ideas and presented them as her own.,"With a big conference coming up, he knew that's just what she would do.",Charles decided to take matters into his own hands.,"In the teachers' lounge, Charles stood up and let drop a paper when Dorothy entered.","His back turned, he smiled as Dorothy nabbed the paper with its awful idea proposed so eloquently."
1898d0c9-8711-4164-bce4-7700be8920a5,Charles is a teacher.,Linda is a close friend of Charles.,Friendship turned into love,Charles was a teacher by profession.,He shared a great bond with Linda who was a close friend of his.,Both of them gradually developed feelings for each other.,They realised they wanted to spend the rest of their lives together.,They got married in an intimate ceremony
e2758bce-d65e-42ac-a705-fde10937d79a,Charles is a teacher.,Linda is a close friend of Charles.,The Confused Teacher,Charles had taught for five years.,He wasn't sure if he still liked his job.,Charles confided in his friend Linda.,She told him she supported any decision he made.,Charles decided to go back to school.
9d6ebfaa-9749-4a36-ad86-ddfcd728c80a,Charles is a teacher.,Linda is a close friend of Charles.,Reunited,Charles and Linda went to college together.,In college they formed a tight friendship.,"They both went on to teach at different schools, but kept in touch.",Charles was delighted when he got a call from Linda that she was moving back to the area and had accepted a position at the school he taught at.,He knew that they'd totally enjoy working together and become even closer than they already were.
2eb6f251-97d1-4cab-a199-222704932449,Charles is a teacher.,Linda is a close friend of Charles.,Nirvana Not,Charles was stressed from teaching.,He needed a good stress reliever.,He decided to invite Linda to get massages.,"In the massage room, Linda screamed and howled everytime she was touched.","Charles was so mad & couldn't relax, so he just walked out and left her there."
2cc8be0f-0438-4605-9114-26d993f22daa,Charles is a teacher.,Linda is a friend of Charles.,Charles and Linda,Charles is a teacher at a local high school.,Linda is a friend of his and just recently joined the staff at his school.,"Now that they see each other every day, they are growing closer.","After a few months, Charles and Linda realize they are in love.",They are now happily engaged to be married.
016f2d04-3b7d-4537-939d-57d7fd73e03a,Charles is a teacher.,Linda is a friend of Charles.,A short love story,Charles was always fond of teaching so he became a teacher.,Linda was a childhood friend of Charles.,Linda and Charles both like to spend time with children and shares many common interests.,One fine day Charles proposes Linda for marriage.,Charles and Linda are happily married today.
fcb9174b-d6ff-4f46-b1e1-752211105e20,Charles is a teacher.,Linda is a friend of Charles.,A New Teaching Job,The school Charles taught at had gotten rid of many teachers.,Charles was one of them.,He was unloading his worries to his friend Linda.,Linda mentioned that she knew a school that needed more staff.,Charles was relieved and hopeful.
f9c225d7-eafc-49f3-a858-64155f66a850,Charles is a teacher.,Linda is a friend of Charles.,Teachers Commiserate,Charles is an elementary school teacher.,His friend Linda teaches at the local middle school.,"They don't get to see each other much during the week, but they often go to dinner on either Friday or Saturday night.",They share stories of their students and talk about whether the stress of being a teacher is worthwhile.,"While they can be stressed and are underpaid, they agree that they are doing something important."
9dab57bc-7031-4aa7-8581-6d33d24813d7,Charles is a teacher.,Linda is a person who Charles does not like.,Time heals relations,Charles was fond of teaching and eventually became teacher.,"Linda was Charles schoolmate, whom he did not like personally.",Linda too became teacher in the school where Charles teaches.,"Seeing linda's kindness and selfless nature, Charles realized how wrong he was.",Charles and Linda became good friend eventually.
54b0e2be-3324-4591-a344-01d4509d4deb,Charles is a teacher.,Linda is a person who Charles does not like.,The Lunch Lady,Charles teaches high school business classes.,"He is very popular with his colleagues and students, but he just doesn't like Linda, who works in the cafeteria.","He tried very hard to be nice to her, but she was always sarcastic and mean, not just to him but to the students as well.",One day a student asked if there were any nuts in one of the menu items and she started yelling at him.,"Charles intervened for the student, who had a serious nut allergy and needed to know."
9b6729b6-0411-4c6c-bcc5-52d1836cadd0,Charles is a teacher.,Linda is a person who Charles does not like.,A Rude Secretary,Charles taught at the local high school.,"Every day when he would sign in, he would tell the secretary hello.","Linda, the secretary, would always ignore him.","One day, Linda was fired for her rudeness.",Charles laughed.
d96ac5fe-aac1-40d7-b727-bc8838108ed9,Charles is a teacher.,Linda is a person who Charles does not like.,The Collision,"Charles headed into the teachers' lounge, carrying a stack of papers to grade.","Linda, his one-time friend, collided with Charles in the doorway.","Charles watched his students' papers fall to the floor, as Linda smirked.","Then, he saw a cup of coffee slip from Linda's grasp.",Charles smiled inwardly as the coffee splashed across Linda's white skirt.
02a5fb75-42fe-4417-9a54-c6aafa13112a,Charles is a teacher.,Max is Charles's dog.,Make New Friends,"Charles headed to school, worried his dog Max wasn't thriving since his other dog died.","He went through the motions in front of the class, but his mind was on Max.","Then, he noticed the new student sitting forlornly alone in the back of the room.","Suddenly inspired, Charles walked towards the boy, leaned down, and shared his idea.","The next day, Charles brought Max to school and handed his leash to the smiling new student."
1caee55c-c247-42dc-8528-8a9dfd64a334,Charles is a teacher.,Max is Charles's dog.,Charles and His Bad Day,Charles had a rough day at work.,He was a teacher and had to send three students to the office that day.,Charles got to his house and opened the door.,"Max, his dog, rushed up to Charles greeting him with a sloppy kiss.",Charles forgot about his horrible day.
3c98b55b-b349-404b-966e-5144f7f774c1,Charles is a teacher.,Max is Charles's dog.,A Friend for Max,"As a teacher, Charles leaves his house very early and often doesn't get home until late.",He was worried about leaving his dog Max alone for so long.,"He finally decided to ask a child in the neighborhood, who got home from school around 2, to let Max out once a day.",The youngster didn't have a dog of his own and was delighted to have a chance to play with Max every day.,Max seemed happy to have a new friend as well.
acd2649e-d63c-4587-99da-d4ce064e7d49,Charles is a teacher.,Max is Charles's dog.,Charles and Max- A true bond,Charles loves children so he became teacher in local school.,He wanted to have a dog since a long time.,He visited the local animal shelter in search of one.,"His search ended on Max, who he brought home with him.",Charles now feels his life is complete.
49b8d386-aa29-4fe6-abf7-22c88359a5b2,Charles is a teacher.,Max is a dog owned by a friend of Charles.,Dog on the Loose,"While Charles was teaching his high school history class, he happen to glance out the window.",He saw a big chocolate Lab with a hot pink collar run by the building.,"It looked like Max, his friend Ed's dog, but what was he doing here?",He gave one of his students a pass and asked him to go out and see if he could grab the dog.,"His student was able to grab the dog and sure enough, it was Max, who had gotten lose that morning."
ad7a3517-fc3d-4e8d-bc86-476944a38329,Charles is a teacher.,Max is a dog owned by a friend of Charles.,The Dogsitter,Charles had agreed to feed his friend's dog while he was on a trip.,Charles got to work at school and realized he forgot to feed the dog the day before!,Charles was nervous all day in all his classes.,He rushed to see about Max right after school was over.,"To his relief, Max was fine!"
2521aad3-06fa-43c2-a10a-7130de2e3ac1,Charles is a teacher.,Max is a respected person of Charles.,Charles the Highschool Teacher,Charles was a teacher at Myers High School.,He worked hard to help his seniors graduate and find placement in colleges.,His graduation rate was the highest in the state.,His principal Max gave him a special award at the end of the year banquet.,Charles really thought a lot of Max to do that for him.
fa118ebf-69df-4b7e-aad6-d34fc0a0e186,Charles is a teacher.,Max is a respected person of Charles.,A mentor in life,Charles is a very popular teacher.,He owes his popularity to a great extent to Max.,He was a mentor to Charles and acted like a guide in his life.,Charles highly respected Max.,He held in high esteem.
4cfb177b-877b-4754-b2eb-5a215d31b5a3,Charles is a teacher.,Max is a respected person of Charles.,A Nervous Teacher,Charles just started teaching last year.,He really wanted to do a good job but was nervous about being responsible for the education of America's youth.,"The principle of the school, Max, took Charles under his wing.","Charles had a lot of respect for Max, who had started his career teaching the same subjects that Charles taught.",Charles hoped that he could one day be as successful as Max.
84679aff-6801-452d-8fae-1e410c722f57,Charles is a teacher.,Max is a respected person of Charles.,Help in the Classroom,Charles had a problem in his classroom.,There was one student that acted up everyday.,Charles went to discuss the problem with his supervisor.,They worked out a solution.,Charles was glad he had someone like Max to look up to.
46a03176-bd8a-4640-aba4-11a6dee6a488,Tom is a student.,Jane is a mother of Tom.,the Angry mom.,Tom is a high school student in a reputed school in the town.,toms mother jane is waiting for him at school to pick him up to get home.,But tom didnt went to school that day and gone out with his friend without telling his mother.,she waited for a long hour and went back home and started worrying about him and thinking what happened to him.,when tom get back home she trashed him for not telling her where he went and he apologize to her for his mistake.
2ed7f600-d5cf-4b07-a6e9-02c0e21becf4,Andy is a teacher.,Alice is a wife of Andy.,the perfect man,andy is working as a high school teacher in new york.,andys wife alice always wants to spend some weekend time with him.,but andy take special classes to students who are poor.,at first she was little unhappy about this but later she was happy that her husband one of the few good hearted people in the society in helping others.,Then alice started teaching with him and they took students for a weekend trips when ever they could.
85050e78-0967-4f3c-803b-3ff2bba0d87e,Andy is a teacher.,Tom is a colleague of Andy.,Teaching,Andy is a teacher who works in a primary school.,Tom is her colleague who works along with her.,They both teach different subjects for primary classes.,Tom and Andy used to share their problems in their life and they have good understanding and they will decide about the problems by analysing.,They also give suggestions in school as to how to handle students so that the results must be good.
b9b89efe-6db9-472f-90f2-6237211badf5,Andy is a teacher.,Jane is a student of Andy.,the perfect teacher.,Jane was a good student in her class.,Most day jane's teacher andy praised her for her obedience and knowledge in the studies.,One day Andy found that Jane had some family situations and she could not concentrate on the class.,so she went to her home and talked about this to her problems that dont let your problems affect the kids studies.,later their parent apologize to jane for their misunderstanding and help jane to concentrate on her studies.
6ced7a8c-7155-4031-819d-2f996707795e,Kent is an elementary school student.,Robert is Kent's father.,Alternate plans are sometimes the best.,"Robert, Kent's dad, was planning a fishing trip.",The father son trip was going to happen over Memorial Day weekend.,Kent was so excited to go on the boat and spend time with his dad.,The day of the fishing trip it was rainy and they could not go.,Instead they went to the arcade and Kent had the time of his life.
033bf5e1-32a2-4bac-a1f0-adf0df610513,Kent is an elementary school student.,Robert is Kent's father.,A Father's Pride,Kent was at the kitchen table doing his math homework.,His father Robert walked in and looked over his shoulder.,Robert looked at a problem and gave a solution.,"Kent thought Robert's answer was wrong, but didn't want to hurt his father's feelings.","He wrote down the wrong answer, willing to accept the teacher's red mark."
901411bd-28da-4dfc-a1b1-7b08608e99d6,Kent is an elementary school student.,Robert is Kent's father.,The Drunk Teacher,Kent goes to the same Elementary School that his father Robert teaches at.,His father has been hiding an alcohol problem.,"One day, Robert comes to school noticeably drunk.",His father is fired and sent to rehab.,Kent is bullied for the rest of the year until he transfers.
3136c1dd-026d-4394-beb0-87035ccaeeea,Kent is an elementary school student.,Robert is Kent's father.,An unexpected gift.,Kent loves his elementary school and his Father Robert.,Robert wanted to get Kent something for his hardwork at school.,Kent showed interest in a new gaming system but didn't tell his father because it was expensive.,Robert was using the families computer when he noticed a browser was open for a xbox one review and had an idea.,"Kent's birthday was today and he was having a great day, it was present time and he opened them and got to the final present which his dad had setup while he was distracted and took Kent to his room to see his new gaming console, Kent was so excited he jumped into his dads arms."
964c3e83-64bb-4495-9891-a211ad4040e0,Kent is an elementary school student.,Robert is a teacher of Kent.,An A+ teacher,Robert is Kent's fourth grade teacher.,He was been teaching Kent his times tables.,Kent have been having some trouble but his teacher had found a way to get Kent to remember them.,Kent goes home and studies all night.,The next day Kent takes a math test and gets them all correct.
9c0df7a9-d9c9-4e49-b838-e2e761be1398,Kent is an elementary school student.,Robert is a teacher of Kent.,Nearly Punished for Doing Well,Kent was falling behind in math.,His parents got him a tutor.,"On the next test, Kent did remarkably well.","Robert, Kent's teacher, accused him of cheating.","Kent's parents had to be called in, and they did their best to defend their son to Robert."
0febaf09-8c02-48c9-9c98-cc66b10d8eaf,Kent is an elementary school student.,Robert is a teacher of Kent.,My New Son,Robert is Kent's teacher at Bryson Elementary School.,He has taken a special interest in Kent.,"Robert has never had a son, but he sees Kent as one.","One day, Kent's mother is late picking him up from school.",Robert kidnaps Kent and raises him as his own in another town.
5515f59f-f253-49b1-a49b-3d37157db740,Kent is an elementary school student.,Robert is a teacher of Kent.,Hated Teacher,Kent always dread Robert's classes.,When he got to Math class he noticed Robert was not there.,After a few minutes the substitute teacher showed up.,The fact he didnt have to see Robert made Kent's day.,For at least this day the war between Robert and Kent would be halted.
8377f7b8-4bd8-4584-ac44-1e85bffe2851,Kent is an elementary school student.,Robert is Kent's rival.,The Deadly Game,Kent goes to Copper Elementary School.,Kent and Robert are rivals from different basketball teams.,Today Kent is playing against Robert's team and has a plan to win the game.,He found rat poison in his mom's cabinet and puts it into Robert's water before the game.,Robert is poisoned and is rushed to the hospital so Kent's team wins.
e97450ef-17e2-4e52-a66b-70bff4426c0b,Kent is an elementary school student.,Robert is Kent's rival.,The Underdog.,Kent and Robert go to the same school and are rivals.,Robert is always winning at everything they compete against and is the best student in the class.,Robert and Kent both want to win this years science fair.,Robert creates a volcano that erupts for the science fair and wows the judges.,"Kent made a small vehicle remote controlled robot that can pick things up and clean the house a bit, the judges declare Kent's creation as the best and gets first prize."
1dc52a28-08b8-46c4-b163-71a51cd0a35a,Kent is an elementary school student.,Robert is Kent's rival.,Cheaters Never Win,The fifth grade class had a contest for the most homework turned in.,Kent and Robert were neck and neck.,"One day, as Kent walked to school, Robert came from behind him and tossed his book bag into a puddle.",Kent told the teacher his homework had been ruined by Robert.,"The teacher believed him, and banned Robert from the contest."
eeb5c366-b0eb-4c4b-aef8-33816640bde0,Kent is an elementary school student.,Robert is Kent's rival.,Kent's Bad Morning,Kent went to school this morning just like any other morning.,When he arrived everything seemed normal and he went to his classroom.,Little did he know Robert has laid a trap for him.,When he sat down he was pricked by a pin.,Robert bled a little and was very crabby the rest of the day.
0a595c3f-370f-4f98-a2cc-0f32330cc4cd,Kent is an elementary school student.,David is a close friend of Kent.,The boring walk,Kent asked his mom if he could walk to school that day.,She said yes but he better be careful.,Kent decided to call David so he could walk with a friend.,David's mom said it was fine.,Kent and David made it safely to school.
8f518fda-24f1-40b3-bdc2-e21d18388978,Kent is an elementary school student.,David is a close friend of Kent.,Bullying the Bully,The school bully pushed Kent down to the floor.,His friend David saw this and pushed the bully down.,The bully got up and approached David with a clenched fist.,"By then, Kent was back up, and pushed the bully down to the floor.",Kent and David took turns pushing down the bully until a teacher intervened.
f2561d5f-61c0-4179-b7f6-0949703dd1ea,Kent is an elementary school student.,David is a close friend of Kent.,Kent and David,Kent and David go to school together.,Once when Kent was absent from school David brought him his homework.,Kent and David's parents are friends.,They all hang out a few nights a week.,Kent and David are the best of friends.
074bb6d0-8fc5-4995-946d-b73253bdf082,Kent is an elementary school student.,David is a close friend of Kent.,The Sinful Boy,David and Kent are best friends.,They both attend Capers Elementary School in New Jersey.,"One day, they were experimenting kissing with each other.",David's mom catches them and beats both of them for sinning.,David calls the police and she is arrested.
86c6355c-84a5-46ca-a4be-094c9a6ff39c,Kent is an elementary school student.,David is a friend of Kent.,The End Before,Kent goes to Carter Elementary School.,He and David have become good friends.,"One day, David sees Kent kissing his crush and fights him.",Kent gets a black eye and is embarrassed.,The friendship ends before it really begins.
1cdef6d0-22bc-4454-a701-608cb97491dc,Kent is an elementary school student.,David is a friend of Kent.,Kent's illness,Kent was feeling ill when he work up this morning.,He decided he was going to ask his mom if he could sleep in and stay home.,His mom took his temperature and she decided he should stay home.,When the school day was over David brought all the course work Kent missed to him.,Kent dreaded all his homework.
94ac5e58-2ac7-4919-af04-705533a3a6a5,Kent is an elementary school student.,David is a friend of Kent.,The summer trip to Disneyland.,David and Kent are 5th graders and best friends.,Kent's family is going to Disneyland.,Kent wants to bring a friend and invites David.,David has never been out of state so he is excited.,They take the trip together and have an amazing time.
5419b1f3-92b7-45d9-afa3-45064bffeae0,Kent is an elementary school student.,David is a friend of Kent.,The Strength of Friends,Kent is in elementary school and his best friend is David.,One day the two boys got into a fight and decided to no longer be friends.,Both of the boys were upset but neither wanted to apologize.,Kent and David unknowingly were both headed to each other's house to do the same thing.,They ran into each other halfway between their homes and both said they were sorry and hugged and vowed to never let anything come between their friendship.
8790a007-79df-4922-9259-3976b4d716b7,Kent is an elementary school student.,David is a person who Kent does not like.,What Goes Around,Kent was having trouble with multiplication.,"David was very good at math, but not very nice to Kent.",Kent swallowed his pride and asked David for help with homework.,"David agreed, but only if Kent would do his chores for a week.","Kent thought about it, and decided he'd rather ask his parents for a tutor."
2af46d4b-cbf2-4c81-8ba4-c7833039217c,Kent is an elementary school student.,David is a person who Kent does not like.,People of all sizes are needed.,Kent feels intimidated by David.,David is much taller and has already started puberty.,At recess David is always teasing Kent because he is short.,One day David lost his ball behind the bleachers and was too tall to get it.,David promised to get his ball if David would stop picking on him.
e9a2296b-5236-4a02-a792-bf650bfe9e0e,Kent is an elementary school student.,David is a person who Kent does not like.,The Ex Step-Dad,Kent and David go to the same Elementary School.,Kent has never liked David because his dad broke up with his mom.,David spreads a rumor that Kent is gay.,Kent cries for days about the rumor.,"The next week, Kent finds comfort in David's dad."
b61209be-526a-4d78-bdec-17bfe69070c7,Kent is an elementary school student.,David is a person who Kent does not like.,David gets Kent in trouble.,Kent is in the fifth grade at Johnson Elementary school.,David is the boy who sits behind him in class.,"One day David was kicking Kent's chair during Math like he always does, and Kent lost his temper.",Kent shot out of his seat and shouted at David to knock it off.,Both boys were sent to the principal's office.
4c6053a3-7d38-42db-b863-21fbd2e0f9fa,Kent is an elementary school student.,Dorothy is Kent's mother.,Don't be to quick to judge,Kent loves his fifth grade teacher.,His mom Dorothy does not like her so much.,Dorothy doesn't Kent's teacher does a good job.,One day Kent came home telling his mom about everything he had learned.,Dorothy could not believe how smart he was and changed her opinion.
a1c82ffd-2f42-405e-8d38-40e8ccccefa1,Kent is an elementary school student.,Dorothy is Kent's mother.,Missed Bus,Dorothy woke up Kent for school on time.,Kent took his sweet time getting out of bed.,Due to his slowness Kent missed the bus.,That meant Dorothy had to drive him to school.,While that made Dorothy crabby it was ultimately her job and she did it.
68376270-d24e-4f54-a2bb-f82bda0dbd8a,Kent is an elementary school student.,Dorothy is Kent's mother.,The Secret Job,Kent is an Elementary School student in New York.,Dorothy is his mother and has 2 other children.,She has to work 3 jobs to pay bills.,Kent secretly gets a job cleaning up barbershops in the area.,Dorothy finds out and is heartbroken.
7ca4d3c6-988f-4661-ba57-3fce2093d1ce,Kent is an elementary school student.,Dorothy is Kent's mother.,Mom's Can't Do Everything,"Kent's grandfather was sick, so he visited him.","When he got home, he remembered a lot of homework he had waiting.","He asked his mother, Dorothy, for help.",She did most of his math homework while he wrote a short essay.,"The next day, the teacher marked most of the math answers incorrect."
362aaf13-7095-4b75-b4fa-315c9076a987,Kent is an elementary school student.,Dorothy is a teacher of Kent.,Perfect Timing.,Kent enjoys going to his elementary school and has one favorite teacher.,Kent's favorite teacher is his science teacher whose name is Dorothy.,Dorothy appreciates Kent's hardwork and dedication to his work.,Dorothy was hungry one day at school but forgot to pack her lunch for that day so she would have to wait until she got home to eat.,"Kent and his mom decided to bake some brownies the night before and Kent decided to take a couple to school as a gift for Dorothy, Dorothy was so happy when she saw the brownies on her desk in between classes."
3d147c6a-aaf0-40be-a8ee-7317648a6db7,Kent is an elementary school student.,Dorothy is a teacher of Kent.,The Teacher's Ex-pet,Kent is in Dorothy's class at Kenilworth Elementary School.,He is seen as the teacher's pet.,Kent is hurt when Dorothy yells at him for not paying attention.,He runs out of the class crying.,Kent decides that he doesn't like Dorothy anymore.
b30ea0e1-3dc0-4b80-ac6b-52d700b2acd9,Kent is an elementary school student.,Dorothy is a teacher of Kent.,Trouble,Kent was so excited to start fifth grade.,The first day of school Kent found out what class he was in.,Kent has Mrs. Dorothy as a teacher.,Mrs. Dorothy and Kent are close and know one another outside of school.,Kent is sure Mrs. Dorothy will let him get away with anything in class.
df272b54-a648-4466-954c-401429401b57,Kent is an elementary school student.,Dorothy is a teacher of Kent.,First detention,Kent was extra energetic on this particular Wednesday.,During social studies he could not sit still.,He began talking to his classmates when Dorothy was trying to teach.,Dorothy asked him multiple times to sit down and be quiet.,Finally Dorothy had to give him a detention since he would not behave.
40847e9e-3ff6-40b8-9db9-e176494d0fc0,Kent is an elementary school student.,Dorothy is Kent's rival.,Rivals among friends.,Kent is in the 4th grade.,Dorothy doesn't like Kent because Kent always beats her in kickball.,"One recess they played kickball as usual when they found themselves as opposing team captains, the game was tied.","Dorothy was up to kick and Kent was pitching, the tension was high as both sides wanted to win.",Dorothy kicked the ball over the fence for a home run winning the game.
c8dd4906-d46e-4c31-b41e-cf35e07a78fa,Kent is an elementary school student.,Dorothy is Kent's rival.,Politics Are Tough,The fourth grade was having a mock election.,Kent was running against Dorothy.,"During a debate, Dorothy said if she won, all the kids would get free candy.","Kent replied that was not likely, that Dorothy was lying.","Dorothy was very offended at being called a liar, said so, and the class booed Kent for calling her one."
94f1ddc0-8f6e-472a-a95b-1be4dc8ec315,Kent is an elementary school student.,Dorothy is Kent's rival.,The End of the Rival,Kent goes to Petersburg Elementary School.,Dorothy is his rival from the same school.,They often compete against each other in dodge ball.,"One day, Kent hits Dorothy with the ball so hard, that she passes out.",Kent feels bad and decides to end their rivalry.
d28c9f08-8613-4d6e-9441-91ab388dd54c,Kent is an elementary school student.,Dorothy is Kent's rival.,A Woman's Place,"Kent stared across the board at Dorothy's big, ugly nose.",It was the final game of the youth chess tournament.,Kent wouldn't let a woman get in the way of his dreams.,He got her to crack emotionally.,"He captured six pieces, but to her it felt like six million."
863a74a1-9cee-4b47-a062-e5d9dd09438b,Kent is an elementary school student.,Linda is a close friend of Kent.,Friends for life,Kent and Linda are close friends.,They have been neighbors for as long as  they can both remember.,Kent has decided that him and Linda should be best friends forever.,They make each other bracelets and wear them everyday.,They are both proud of their best friends.
